n_updates,n_data,score__calls,partial_fit__calls,partial_fit__time,partial_fit__batch_size,score__acc,score__loss,score__time
391,50048,1,1,57.44204807281494,128,0.10057999938726425,2.3577922216796874,24.38423752784729
782,100096,2,2,57.691697120666504,128,0.10099999606609344,2.35768447265625,24.21728205680847
